,document_id,text,ner,ner_type,ner_begin,ner_end,sentiment
402,118892,Ivan Klasnić opet dirnuo mnoge: Kažu mi da sam ja kriv što smo ispali od Turske u četvrtfinalu Eura....,Eura,MISC,95,99,Sentiment - NEUTR
403,13940,Brown priznao da je prebio Rihannu i izbjegao zatvor,Rihannu,PER,27,34,Sentiment - NEUTR
404,5059,Holywin u Stuttgartu - projekt se širi izvan granica Hrvatske,Stuttgartu,LOC,10,20,Sentiment - NEUTR
405,85772,Ministar Maras upoznao Naomi Watts na holivudskom setu,Naomi Watts,PER,23,34,Sentiment - NEUTR
406,16470,"Dalić priznao da će ''biti jako teško'': ''Engleska je moćna, a ako nam još dođu oni kao treći...''",Engleska,LOC,43,51,Sentiment - POZ
407,20594,Razbijena stakla na vinkovačkom SDP-u,SDP,ORG,32,35,Sentiment - NEUTR
408,37507,"Ilčića smo plaćali najviše, a sada Stiera savjetuju mladić iz Bruxellesa i bivši veleposlanik iz Vatikana",Vatikana,LOC,97,105,Sentiment - NEUTR
409,130976,"Djevojčica Dea (9) sa Brača u Pevecu izabrala novi bicikl, a dočekali je i dodatni pokloni",Brača,LOC,22,27,Sentiment - NEUTR
410,36394,Napokon je i to moguće: Prošećite Buckinghamskom palačom pomoću virtualne stvarnosti,Buckinghamskom palačom,LOC,34,56,Sentiment - POZ
411,76789,Je li ovo uistinu najljepša Sevina balada? Poslušajte kako zvuči 'Kao' u izvedbi lijepe Splićanke,Splićanke,PER,88,97,Sentiment - POZ
412,68282,Ana Karamarko progovorila o poslu s lobistom MOL-a za koji joj je isplaćeno pola milijuna kuna,MOL-a,ORG,45,50,Sentiment - NEG
413,63819,Slaven Bilić nakon završene priče u West Hamu: 'Ponosan sam na sve što smo odradili ovdje' – narod.hr,Slaven Bilić,PER,0,12,Sentiment - POZ
414,28023,Pupovac: Dušebrižnike bi trebali brinuti oni koji mi pjevaju ‘ubij Srbina’,Srbina,PER,67,73,Sentiment - NEG
415,98877,Plenković: Upozorili smo da je u BiH izigran duh Daytona,Plenković,PER,0,9,Sentiment - NEUTR
416,6432,SP U ATLETICI Zlatne medalje za dvoje Rusa i Etiopljanku Dibabu,Etiopljanku Dibabu,PER,45,63,Sentiment - POZ
417,120407,"Badnjak je i vrijeme je za fritule, a s ovim receptom ne možete pogriješiti - baš svaki put će ispasti mekane i mirisne",Badnjak,MISC,0,7,Sentiment - POZ
418,10680,STRAH OD SUKOBA State Department: Amerikanci bi odmah trebali napustiti Bjelorusiju,Bjelorusiju,LOC,72,83,Sentiment - NEG
419,61129,Brodosplit dogovorio posao od milijardu i pol dolara? Debeljak: ‘Krećemo u najkraćem mogućem roku‘,Brodosplit,ORG,0,10,Sentiment - POZ
420,95910,Već ih 15 godina šaljemo u Afganistan: Pogledajte vojne policajce u punoj spremi,Afganistan,LOC,27,37,Sentiment - NEG
421,92792,Chelsea uništiva jaku Juveovu osovinu Sandro - Mandžukić?,Chelsea,ORG,0,7,Sentiment - NEG
422,75413,"Osim kod Lidije i Alena, burno i kod Valentine i Marinka: 'Ona je u svemu najpametnija, takva je i moja bivša žena bila'",Lidije,PER,9,15,Sentiment - NEG
423,92401,Jeličić otkrio Dinamovu bolnu istinu: Ovo je najbolje što mu se dogodilo,Dinamovu,ORG,15,23,Sentiment - NEG
424,128833,"I oni su bili pretučeni: Zagorec, Prka, Rađenović...",Zagorec,PER,25,32,Sentiment - NEUTR
425,39186,Rađa: Neće me biti sram zaplakati. Moje utakmice mnogima su obilježile mladost,Rađa,PER,0,4,Sentiment - NEUTR
426,3120,3 najbolje stvari kod Huawei nova 9 i zašto ga kupiti!,Huawei nova 9,MISC,22,35,Sentiment - POZ
427,75210,"Mario Mandić prošle je godine bio kandidat 'Života na vagi', a sad je uspješan trener fitnessa koji i da sn...",Mario Mandić,PER,0,12,Sentiment - POZ
428,20588,"Ljubo ispao, Ančić predao",Ljubo,PER,0,5,Sentiment - NEG
429,122076,Capak o koronavirusu: Situacija se prilično smirila. Za jesen ćemo preporučiti cijepljenje,Capak,PER,0,5,Sentiment - NEUTR
430,99677,"'Knjiga o jugu' Jurice Pavičića razotkriva Dalmaciju, Jadran i Mediteran",Jurice Pavičića,PER,16,31,Sentiment - NEUTR
431,71410,Za obnovu će nedostajati barem 100 tisuća radnika. Morat ćemo ih uvoziti iz Indije i Bangladeša,Indije,LOC,76,82,Sentiment - NEUTR
432,106954,Turska kaže da stajalište EU-a pokazuje da Unija migrante koristi kao političko oruđe,Turska,LOC,0,6,Sentiment - NEUTR
433,68915,Svaka čast: Iz Londona stiže još jedna medalja!,Londona,LOC,15,22,Sentiment - NEUTR
434,69588,Hauser objavio video u kojem Rozga zavodljivo pleše i seksi se previja,Rozga,PER,29,34,Sentiment - POZ
435,2490,"Hajduk uzima Gorici sportskog direktora, a trener u - Bugarsku",Bugarsku,LOC,54,62,Sentiment - NEUTR
436,132513,"Jovanović: Nas je 2012. dočekalo rasulo, ne može se to uspoređivati s 2019.",Jovanović,PER,0,9,Sentiment - NEUTR
437,90456,Pernar razmišlja da se kandidira za gradonačelnika Zagreba,Zagreba,LOC,51,58,Sentiment - NEUTR
438,116166,Njemačkom kruže krivotvorene potvrde o cijepljenju; knjižice se mogu kupiti preko interneta,Njemačkom,LOC,0,9,Sentiment - NEUTR
439,52680,SUKOB ŠEFA HDZ-a S OREŠKOVIĆEM Karamarko želi srušiti Vladu i smijeniti premijera bez izbora?,HDZ-,ORG,11,15,Sentiment - NEG
440,12536,"Hajduk bijesan na suce: Oštetili su nogomet, to nije suđenje za prvu ligu!",Hajduk,ORG,0,6,Sentiment - NEUTR
441,63763,U što politička trgovina HDZ-a i SDP-a pretvara Ustavni sud? – narod.hr,SDP,ORG,33,36,Sentiment - NEG
442,48752,Marc Jacobs zatvorio njujorški tjedan mode,njujorški tjedan mode,MISC,21,42,Sentiment - NEUTR
443,125567,Milorad Momić: Nisam odvodio Hrvate u logor u Berku,Berku,LOC,46,51,Sentiment - NEG
444,1244,Nakon Hamburga i Stuttgart najavio zabranu dizelašima,Hamburga,LOC,6,14,Sentiment - NEUTR
445,138631,Ne postoji svijet u kojem Vučić prolazi. Prije će Zelenski odvesti Ukrajinu u EU nego Vučić Srbiju,Vučić,PER,26,31,Sentiment - NEG
446,119584,"Princeza Charlene misteriozno je nestala, a sada se oko svega oglasio i princ Albert i potvrdio da njegova supruga nije u Monacu",Monacu,LOC,122,128,Sentiment - NEUTR
447,74280,"Meghan Markle krštena u tajnosti, ali procurili su neki detalji",Meghan Markle,PER,0,13,Sentiment - NEUTR
448,12067,Hideout groznica traje: I u nedjelju i ponedjeljak Cocomo PREPUN!,Cocomo,MISC,51,57,Sentiment - POZ
449,81702,Rusija i Bjelorusija ipak izbačene s Paraolimpijskih igara: ‘Više država prijetilo je bojkotom ako ne promijenimo odluku‘,Bjelorusija,LOC,9,20,Sentiment - NEG
450,32395,Na koncu ispred velike Italije: Hrabri Novozelanđani bez poraza napuštaju SP,Italije,LOC,23,30,Sentiment - POZ
451,128033,"Omiljen na Otoku: Poznati komičar ljubio Bilića, a Slaven napadača Sakhoa",Slaven,PER,51,57,Sentiment - POZ
452,54081,POČELA JE SURADNJA KAKVE JOŠ NIJE BILO U HRVATSKOJ Rudeš doveo čak dva pojačanja iz Španjolske: 'Oni će biti nositelji naše igre!',Španjolske,LOC,84,94,Sentiment - NEUTR
453,105144,Prve fotografije sa snimanja novog božićnog spota Franke Batelić oduševile javnost,Franke Batelić,PER,50,64,Sentiment - POZ
454,132431,"Ribanje u Banskim dvorima: Kujundžić se povukao, Divjak ne odustaje",Kujundžić,PER,27,36,Sentiment - NEUTR
455,89814,Merkurov prolazak Rakom umrtvljuje ritam života,Rakom,LOC,18,23,Sentiment - NEUTR
456,91433,Anarhisti: Udarimo svi po Getrou!,Getrou,ORG,26,32,Sentiment - NEG
457,87789,Milo Đukanović stiže u Hrvatsku,Hrvatsku,LOC,23,31,Sentiment - NEUTR
458,102232,Goldstein: Jasenovac je kompleksna priča i licitiranje brojem žrtava je nedopustivo,Jasenovac,LOC,11,20,Sentiment - NEG
459,134555,CR7 ispituje Eto’a i društvo za Modrića,CR7,PER,0,3,Sentiment - NEUTR
460,53314,PLOČA S BUVLJAKA DANAS BI MU MOGLA DONIJETI POLA MILIJUNA KUNA Slučajno u omotu pronašao vrijedno pismo Johna Lennona,Johna Lennona,PER,104,117,Sentiment - POZ
461,70878,"Litva šalje Ukrajini moćni Bayraktar, građani su sami prikupili novac za kupnju - Novi list",Bayraktar,MISC,27,36,Sentiment - POZ
462,39346,"OD 18:55 Dinamo igra za europsko proljeće, Spartak bez publike i prvog napadača",Dinamo,ORG,9,15,Sentiment - POZ
463,70926,"Sergej Jakirović debitirao pobjedom, Maribor u dvije minute preokrenuo u Domžalama",Sergej Jakirović,PER,0,16,Sentiment - POZ
464,64318,"M. Koić i Nikola Banić: Ako neke stvari iz povijesti razni sveznalice ni danas ne znaju, zna revizionistička CIA – narod.hr",CIA,ORG,109,112,Sentiment - NEG
465,21046,“Vikinzi” gladni uspjeha,Vikinzi,ORG,1,8,Sentiment - POZ
466,59619,Potvrda ekonomskog oporavka: u Hrvatskoj je samo rekordne 2008. bilo više zaposlenih,Hrvatskoj,LOC,31,40,Sentiment - POZ
467,20518,Amerikanci priznali da nisu uspjeli uspostaviti sigurnost u Bagdadu,Amerikanci,PER,0,10,Sentiment - NEG
468,38859,"Pink pozvala 12-godišnju curicu iz publike da zapjeva, ubrzo nije mogla vjerovati što sluša",Pink,ORG,0,4,Sentiment - POZ
469,118304,"Penava istaknuo kandidaturu za šefa Domovinskog pokreta, a zatim nagovijestio: Suradnja je moguća sa svima, osim sa SDSS-om",SDSS-om,ORG,116,123,Sentiment - NEG
470,11968,Video Al-Quaide uoči obljetnice 11/9: Al Zavahiri potvrdio smrt Al Libija,Al-Quaide,ORG,6,15,Sentiment - NEG
471,133948,"Hrvat koji je danas poznat diljem svijeta objavio fotku iz djetinjstva, prepoznajete li ga?",Hrvat,PER,0,5,Sentiment - POZ
472,68540,Hajduk novu sezonu najavio pobjedom protiv praške Slavije,Hajduk,ORG,0,6,Sentiment - POZ
473,40509,"Boris Jokić o Školi za život: ""Vrijeme će brzo pokazati da je Divjak zakazala""",Školi za život,MISC,14,28,Sentiment - NEG
474,18170,"Podcast Utakmicu po utakmicu (6): Dinamo trpa, Hajduk se krpa",Hajduk,ORG,47,53,Sentiment - NEG
475,18366,Reinkarnacija legende: Audi predstavio RS6 Avant RS Tribute Edition - Dnevno.hr,RS6 Avant RS Tribute Edition,MISC,39,67,Sentiment - POZ
476,84390,Samo loš dan Balića i društva donosi zaradu,Balića,PER,13,19,Sentiment - NEUTR
477,52689,"AVA KARABATIĆ ODLAZI IZ HRVATSKE Starleta ganja karijeru van Lijepe naše i kaže: ‘O tome sam oduvijek sanjala, to mi jako leži’",HRVATSKE,LOC,24,32,Sentiment - NEUTR
478,125529,Na Božićnom sajmu knjiga naslovi od jedne do 20 kuna,Božićnom sajmu knjiga,MISC,3,24,Sentiment - POZ
479,6083,"TEŠKO RAZDOBLJE ZA LOVRENA Nakon prijetnji smrću i provale u Zagrebu, na meti lopova je i u Liverpoolu",LOVRENA,PER,19,26,Sentiment - NEUTR
480,12567,Vidoševića puštaju iz Remetinca!,Vidoševića,PER,0,10,Sentiment - NEG
481,33433,Kelly Osbourne u mikro minici,Kelly Osbourne,PER,0,14,Sentiment - NEUTR
482,80017,"Splitsko-dalmatinska županija ima 107 novozaraženih u zadnja 24 sata. Preminuo jedan muškarac, a na respiratoru je 12 pacijenata",Splitsko-dalmatinska županija,LOC,0,29,Sentiment - NEUTR
483,91462,"Ultra, drugi dan: Van Buuren u kockicama izazvao euforiju!",Van Buuren,PER,18,28,Sentiment - POZ
484,13893,'Okupatori' Wall Streeta sve radikalniji u akcijama,Wall Streeta,LOC,12,24,Sentiment - NEUTR
485,113238,Malenica: Cilj je da Porezna uprava bude tijelo koje će nadzirati imovinske kartice,Porezna uprava,ORG,21,35,Sentiment - NEUTR
486,136095,Milorad Dodik: Bošnjaci su arogantniji u BiH nego što su Srbi bili u Jugoslaviji,Srbi,PER,57,61,Sentiment - NEG
487,113970,"Humanitarna pomoć Baniji nije bila nacionalno obojena, ali neka područja su od prije zanemarena: Srpska sela nemaju javne rasvjete, ceste su neprohodne, nemaju vodovod, kanalizaciju...",Baniji,LOC,18,24,Sentiment - NEUTR
488,51240,Alma i Amar Bukvić - medeni mjesec u Aziji,Alma,PER,0,4,Sentiment - POZ
489,63881,"(VIDEO) Bez pobjednika u Augsburgu, pobjeda Hannovera protiv Hoffenheima, Kramariću 90 minuta, slavio i Freiburg – narod.hr",Freiburg,ORG,104,112,Sentiment - POZ
490,109060,Iz Italije dolazi senzacionalna vijest vezana uz Marija Mandžukića; je li za hrvatskog napadača ovakav rasplet zaista moguć?,Italije,LOC,3,10,Sentiment - NEUTR
491,57121,'ARSENALOVI IGRAČI OTVORENO SU ISMIJAVALI UNAIJA EMERYJA' Procurili zanimljivi detalji iz svlačionice Topnika: 'Jednostavno je izgubio kontrolu...',Topnika,ORG,102,109,Sentiment - NEG
492,33844,"Čovjek koji je Modrića doveo u Tottenham: ""Luka neće promijeniti stil Realove igre""",Realove,ORG,70,77,Sentiment - NEUTR
493,114090,"Ministar Marić: Trendovi na tržištu rada su i dalje pozitivni, uspjeli smo očuvati zaposlenost",Marić,PER,9,14,Sentiment - NEUTR
494,67659,Depor šokirao Valenciju na Mestalli,Mestalli,LOC,27,35,Sentiment - NEUTR
495,78620,"Mlada nada Bijelih ušla je nakon isključenja Ismajlija: Navijači su zaslužili vidjeti pravi Hajduk, nažalost rezultat nije bio kakav smo htjeli",Bijelih,ORG,11,18,Sentiment - POZ
496,117434,Jandroković o kandidatima za predsjednika Vrhovnog suda: Želim da ovoga puta odaberemo onoga koji će biti najbolji,Jandroković,PER,0,11,Sentiment - NEUTR
497,675,Mrsić je u praznoj sabornici pozvao na raspuštanje Sabora,Mrsić,PER,0,5,Sentiment - NEUTR
498,21128,"Vedriš, Jurčić, Ribić: Ne želimo ovoj vladi biti smokvin list",Vedriš,PER,0,6,Sentiment - NEUTR
499,96428,Slavni bosanski redatelj Danis Tanović ide u politiku,Danis Tanović,PER,25,38,Sentiment - POZ
500,17611,"Tko ima bolje pokrete, robot ili Jagger? Pogledajte video koji pokazuje nevjerojatne mogućnosti robota Spot",Jagger,PER,33,39,Sentiment - NEUTR
501,75215,"Umjesto da se doma liječite, vi šećete gradom? Oprez, kontrolor HZZO-a bi vam mogao pokucati na vrata!",HZZO-a,ORG,64,70,Sentiment - NEG
502,74496,"Kobni vikend: U Kostajnici poginuo motociklist, u Kutini vozač automobila dobio ozljede opasne za život",Kutini,LOC,50,56,Sentiment - NEUTR
503,65632,Petrov o planovima za parlamentarne izbore: 'Razgovaramo sa Škorom' – narod.hr,Škorom,PER,60,66,Sentiment - NEUTR
504,24472,Prvenstveni posrtaj u Solinu zaboraviti uspjehom u Kupu,Kupu,MISC,51,55,Sentiment - NEUTR
505,50673,ČIŠĆENJE ČAČIĆEVIH LJUDI HNS izbacio zastupnicu Martinčević i bivšeg šefa HEP-a,Martinčević,PER,48,59,Sentiment - NEG
506,126669,ERGO osiguranje potpuno se prilagođava potrebama klijenata,ERGO osiguranje,ORG,0,15,Sentiment - POZ
507,95378,"Neočekivan obrat u ZKM-u: Snježana Abramović gubi ravnateljsku fotelju, i grupa glumaca protiv nje",ZKM-,ORG,19,23,Sentiment - NEUTR
508,22947,"U novoj vladi bit će manje ministarstava, Most želi najmanje šest resora",Most,ORG,42,46,Sentiment - NEUTR
509,41003,Insigne s dva penala odveo Napoli u četvrtfinale Kupa,Insigne,PER,0,7,Sentiment - POZ
510,136569,HUP pozdravlja odluku Samobora o ukidanju poreza na potrošnju,Samobora,LOC,22,30,Sentiment - POZ
511,126151,Ford iz 1922. već prvog dana glavna atrakcija,Ford,MISC,0,4,Sentiment - POZ
512,125542,Veljko Ostojić kiti se svojim i tuđim perjem,Veljko Ostojić,PER,0,14,Sentiment - NEG
513,22659,Sjećanje na Franju Kuhača,Franju Kuhača,PER,12,25,Sentiment - POZ
514,133983,MacAulay i Sertić i iduće sezone u Medveščaku,MacAulay,PER,0,8,Sentiment - NEUTR
515,89706,Sanja Orešković: Svatko razuman podržava 'Hod za život',Hod za život,MISC,42,54,Sentiment - POZ
516,53843,"BILIĆ GA STAVIO U REZERVE, OVAJ ODBIO OTPUTOVATI S MOMČADI Većina navijača na strani Hrvata: 'On ne zaslužuje igrati za naš klub, treba ga potjerati!'",Hrvata,PER,85,91,Sentiment - POZ
517,77490,"Umjesto Plenkovića Martina Dalić, umjesto Kolinde Grabar Kitarović - Božidar Kalmeta",Kolinde Grabar Kitarović,PER,42,66,Sentiment - NEUTR
518,71487,Kraljica Elizabeta vratila se redovitim kraljevskim dužnostima - Novi list,Elizabeta,PER,9,18,Sentiment - NEUTR
519,117815,[FOTO] Bob Geldof nova je zvijezda u Dubrovniku: Sa suprugom i bubnjarem grupe Queen prošetao Stradunom,Bob Geldof,PER,7,17,Sentiment - POZ
520,116719,Južnoafričkom Republikom se ubrzano šiti delta soj,Južnoafričkom Republikom,LOC,0,24,Sentiment - NEG
521,63104,"FIS utrka slaloma na Sljemenu: Matej Vidović pobijedio, Ivica Kostelić tek četvrti – narod.hr",Ivica Kostelić,PER,56,70,Sentiment - NEG
522,122805,"Tomašević obećao: Do kraja 2022. godine očekujemo dozvolu za vožnju tramvaja Heinzelovom, stižu i biciklističke magistrale",Heinzelovom,LOC,77,88,Sentiment - NEUTR
523,62153,Članovi eko stožera Marišćina na listi MOST-a u 7. izbornoj jedinici – narod.hr,MOST-a,ORG,39,45,Sentiment - NEUTR
524,58471,Hooker otkrio što misli o Chandleru te objasnio koju borbu on najviše želi,Chandleru,PER,26,35,Sentiment - NEUTR
525,481,NASA ima jednostavan plan: Biljem bi hladili vruće gradove,NASA,ORG,0,4,Sentiment - POZ
526,18808,"MIAMI HEAT SE POJAČAO ALL-STAROM: Ponovno napadaju finale NBA lige, dolazi i veliko pojačanje iz Spursa! - Dnevno.hr",MIAMI HEAT,ORG,0,10,Sentiment - POZ
527,121515,Deutsche Telekom će za WHO izraditi aplikaciju za globalnu provjeru covid potvrda,WHO,ORG,23,26,Sentiment - NEUTR
528,25377,"Čilić ostao 11, Lučić Baroni napredovala sedam mjesta",Lučić Baroni,PER,16,28,Sentiment - POZ
529,5225,"Pavković: Srbi otkrili spomenik krvnicima Vukovara, a Hrvatska šuti",Srbi,PER,10,14,Sentiment - NEG
530,83683,"Swoboda: Croatia's EU entry in 2012 only ""theoretically possible""",Croatia,LOC,9,16,Sentiment - NEG
531,6237,"CRIKVENICA Oporba zbog minute šutnje za Praljka napustila sjednicu, Titova ulica u Selcu nosit će ime po Nicolieru?",Praljka,PER,40,47,Sentiment - NEG
532,79538,"Talijanski sud potvrdio zatvorsku kaznu Robinhu zbog silovanja: Brazilac ima pravo na još jednu žalbu, a ostaje i pitanje hoće li ga Brazil izručiti",Brazilac,PER,64,72,Sentiment - NEG
533,33814,Sergije Krešić novi sportski direktor Hajduka,Sergije Krešić,PER,0,14,Sentiment - POZ
534,67982,'Sad je u Božjim rukama'; France Football otišao najdalje; 'Bog je mrtav',France Football,ORG,26,41,Sentiment - NEG
535,90476,Plenković razočaran zbog Ukrajine: Ne razumijete vanjsku politiku!,Plenković,PER,0,9,Sentiment - NEG
536,5930,Nakon odluke o gašenju 'Hrvatske uživo' oglasila se Maja Sever,Maja Sever,PER,52,62,Sentiment - NEUTR
537,79838,Vuković: Stigao je red za revanš Splitu za poraz u ABA ligi,Vuković,PER,0,7,Sentiment - NEUTR
538,129128,Procurio detalj sa sastanka: Kako je Trump šokirao Merkel,Trump,PER,37,42,Sentiment - NEG
539,38555,"Otac četvero djece i ""stup zajednice"" deportiran iz SAD-a nakon 40 godina",SAD-,LOC,52,56,Sentiment - NEG
540,109982,"Njemačka i Francuska napustile pregovore o reformi WHO-a, iznervirao ih Trump",WHO-,ORG,51,55,Sentiment - NEUTR
541,111977,Džanan Musa prelazi u redove NBA kluba u kojem će imati znatno veću minutažu; bivši košarkaš Cedevite priključuje se Pistonsima,NBA,ORG,29,32,Sentiment - NEUTR
542,54043,"SLASNA PREPORUKA: ''Poželite li pojesti svježu ribu, i to po najnižoj cijeni u Zagrebu, onda je Amfora mjesto za vas!''",Amfora,ORG,96,102,Sentiment - POZ
543,66375,Ksenofobična RH mora 'uvesti' 100.000 stranaca?,RH,LOC,13,15,Sentiment - NEG
544,120265,[FOTO] Mirna Barač najvolonterka godine Centra Silver,Mirna Barač,PER,7,18,Sentiment - POZ
545,85243,Richard Hamilton pojačao Chicago Bullse,Richard Hamilton,PER,0,16,Sentiment - POZ
546,4516,Orešković najavio pravednu socijalnu državu i brži rast gospodarstva,Orešković,PER,0,9,Sentiment - POZ
547,108550,Ostojić podnio kaznenu prijavu protiv Doma za starije u Splitu i ravnatelja Škaričića,Škaričića,PER,76,85,Sentiment - NEG
548,134352,Što će Hrvatska dobiti iz proračuna Europske unije?,Europske unije,ORG,36,50,Sentiment - NEUTR
549,89000,Češka Odien Grupa kupila splitski kompleks Lav,Odien Grupa,ORG,6,17,Sentiment - NEUTR
550,56508,"SPORTSKA KREMA HRVATSKE NA ŠALATI Modrić, Čilić, Mandžo..., u humanitarnom turniru parova",Mandžo,PER,49,55,Sentiment - POZ
551,42373,Fuchs odgovorio Divjak: Neka pročita upute kako Bog zapovijeda,Bog,PER,48,51,Sentiment - NEUTR
552,46978,Srpkinja se udala za jednog od najbogatijih Rusa. Sada se nalaze pod sankcijama EU,EU,ORG,80,82,Sentiment - NEG
553,33279,Kosor: Kandidirat ću se za predsjednicu HDZ-a,Kosor,PER,0,5,Sentiment - NEUTR
554,89748,Novi Audi A5 teško se može raspoznati od starog,Audi A5,MISC,5,12,Sentiment - NEG
555,29932,"Objavljeni detalji izlova zaštićenih vrsta u Dalmaciji, Uskok pokrenuo istragu",Uskok,ORG,56,61,Sentiment - NEUTR
556,60869,UŽIVO: Modri kreću prema Ligi prvaka! Već na startu europskog puta moguć je obračun - dva Dinama,Modri,ORG,7,12,Sentiment - POZ
557,125059,Pevec i svoga direktora prevario za plaću,Pevec,ORG,0,5,Sentiment - NEG
558,79297,"Najstrože zaštićene školjke: Poljaci isčupali rijetke primjerke periski kod Biograda, sve snimili i objavili na društvenim mrežama!",Biograda,LOC,76,84,Sentiment - NEUTR
559,51012,"SINDIKATI 'Ministar Jovanović je iza sebe ostavio spaljenu zemlju, žalim njegovog nasljednika'",Jovanović,PER,20,29,Sentiment - NEG
560,3620,Milanović na Glavnom odboru SDP-a protiv ustaša i partizana i micanja Tita,Milanović,PER,0,9,Sentiment - NEG
561,3086,"Gvardiol i Leipzig srušili City i ostali u Europi, Mbappe i Messi zabili sva četiri gola PSG-a",City,ORG,27,31,Sentiment - NEG
562,62509,"Duvnjak protiv Alilovića i Sulića, Vori protiv Čupića i Štrleka – narod.hr",Alilovića,PER,15,24,Sentiment - NEUTR
563,114659,"[FOTO/ VIDEO] Hajduk s minimalnih 1:0 pobijedio Šibenik na Poljudu; gostima dosuđen sumnjivi crveni karton, a VAR im uzeo penal",Poljudu,LOC,59,66,Sentiment - NEUTR
564,138294,"Vršnjačko nasilje u Istri: Na igralištu škole 30-ak učenika tuklo dječaka, ravnateljica nije zvala policiju",Istri,LOC,20,25,Sentiment - NEUTR
565,70818,"'Nenad Bjelica više nije isti, izgubio je kompas, a jedna mu stvar u ponašanju više ne prolazi. U...",Nenad Bjelica,PER,1,14,Sentiment - NEG
566,105411,Sabor u četvrtak o Prijedlogu zakona o proglašenju Vukovara mjestom posebnog domovinskog pijeteta,Prijedlogu zakona o proglašenju Vukovara mjestom posebnog domovinskog pijeteta,MISC,19,97,Sentiment - NEUTR
567,104682,Petarda Reala protiv Leganesa; Luka Modrić dobio pola sata,Leganesa,ORG,21,29,Sentiment - NEUTR
568,97762,Tek sad kreće ono najvažnije; za početak treba pobijediti Crnogorce,Crnogorce,PER,58,67,Sentiment - NEUTR
569,53273,NOVI TRAILER STAR WARS PRIČE ROGUE ONE ZAGOLICAO MAŠTU OBOŽAVATELJIMA Najava otkrila dio radnje jednog od najiščekivanijih filmova godine,STAR WARS,MISC,13,22,Sentiment - POZ
570,97642,Sabor propisao rok od pet godina za reviziju invalidskih mirovina,Sabor,ORG,0,5,Sentiment - NEUTR
571,11776,Željko Joksimović: 'Zagreb i ja dišemo zajedno!',Zagreb,LOC,20,26,Sentiment - POZ
572,114362,"Austrija 'zaključala' dva grada: Izlazak moguć uz negativan test ili potvrdu o preboljenju korone, sve kontrolira vojska",Austrija,LOC,0,8,Sentiment - NEG
573,131095,Salvini pod istragom zbog otmice?,Salvini,PER,0,7,Sentiment - NEG
574,72726,Nogometaši Opatije i Dubrave igraju u subotu pod reflektorima Kantride zahvaljujući nedosljednosti HNS-a - Novi list,HNS,ORG,99,102,Sentiment - NEG
575,22178,O Malenoj i Klepetanu čitat će i Kinezi,Malenoj,PER,2,9,Sentiment - POZ
576,32626,Vrhovni sud naložio istragu protiv Fredija Fiorentinija i Hajduka zbog utaje poreza,Hajduka,ORG,58,65,Sentiment - NEG
577,111249,Roglić u Nu2: Tražili su me 300.000 eura mita da pobjedim na natječaju dok sam bio Mesićev savjetnik. Socijalizam je izopačio ljude,Roglić,PER,0,6,Sentiment - NEUTR
578,36132,"Svjetska banka: Ako ste mladi, izgledi za pronađete posao su podjednako slabi u čitavom svijetu",Svjetska banka,ORG,0,14,Sentiment - NEUTR
579,11163,"DETALJI IZGRADNJE Do Pelješkog mosta vodi vas moderno armirano tlo, evo kako se gradilo",Pelješkog mosta,LOC,21,36,Sentiment - POZ
580,34199,TechArt uredio Porsche Cayenne S Diesel,Porsche Cayenne S Diesel,MISC,15,39,Sentiment - POZ
581,62546,Troje članova (SDP) Odbora za obrazovanje traže od ministra da odbaci zaključke toga Odbora – narod.hr,Odbora,ORG,85,91,Sentiment - NEG
582,31893,"Policija počela istraživati ""sumnjivog"" supruga Brittany Murphy",Brittany Murphy,PER,48,63,Sentiment - NEUTR
583,18494,EPIDEMIOLOG KOLARIĆ OTKRIO GDJE KREĆU PRVA POPUŠTANJA: ‘Novi sojevi se brze šire među tom populacijom i to nas brine’,KOLARIĆ,PER,12,19,Sentiment - NEUTR
584,53050,Puštanje lampiona u Rijeci,Rijeci,LOC,20,26,Sentiment - NEUTR
585,2845,"Strava u naselju Parag: Žena ubijena u pucnjavi, među petero ranjenih i dijete. Troje uhićenih",Parag,LOC,17,22,Sentiment - NEUTR
586,78731,"Plenković: Nemam pojma tko je ravnatelj Doma umirovljenika u Splitu, a logiku da ga se proziva jer je iz HDZ-a nećemo prihvatiti",Plenković,PER,0,9,Sentiment - NEUTR
587,36607,Štefanić za Index: Otišao sam s HTV-a zbog pritisaka koji dolaze sa svakom smjenom garniture,Štefanić,PER,0,8,Sentiment - NEUTR
588,11875,Hrvatski jezik u službenom listu Europske unije,Europske unije,ORG,33,47,Sentiment - POZ
589,102572,"Povratak legendarnoga robusnog terenca: Hummer opet u proizvodnji, ali na struju?",Hummer,MISC,40,46,Sentiment - POZ
590,84644,Neće svi dočekati Brammertza s crvenim tepihom,Brammertza,PER,18,28,Sentiment - NEG
591,70076,Milanović u Livnu prozvao Dejana Jovića: 'Profesor politologije je eskort dama gospodina Pupovca',Milanović,PER,0,9,Sentiment - NEG
592,8998,Mladić u Baškoj Vodi uhićen nakon što je oštetio pet motocikala i automobil,Baškoj Vodi,LOC,9,20,Sentiment - NEUTR
593,67402,Zagrepčani uvjerljivi protiv POŠK-a; Jug bez milosti protiv Primorja,Primorja,ORG,60,68,Sentiment - NEUTR
