document_id,text,ner_tag_text,ner,ner_type,ner_begin,ner_end,target_order,Sentiment - NEG,Sentiment - NEUTR,Sentiment - POZ,aggregated_sentiment,Ton - NEG,Ton - NEUTR,Ton - POZ,aggregated_tone,Sentiment - COUNT,Ton - COUNT,Sentiment - MAX,Ton - MAX,Ton - SECOND,Sentiment - SECOND
133948,"Hrvat koji je danas poznat diljem svijeta objavio fotku iz djetinjstva, prepoznajete li ga?","<strong>Hrvat</strong> koji je danas poznat diljem svijeta objavio fotku iz djetinjstva, prepoznajete li ga?",Hrvat,PER,0,5,0,0.0,1.0,5.0,Sentiment - POZ,0.0,1.0,5.0,Ton - POZ,6.0,6.0,5.0,5.0,1.0,1.0
68540,Hajduk novu sezonu najavio pobjedom protiv praške Slavije,<strong>Hajduk</strong> novu sezonu najavio pobjedom protiv praške Slavije,Hajduk,ORG,0,6,0,0.0,2.0,4.0,Sentiment - POZ,0.0,1.0,5.0,Ton - POZ,6.0,6.0,4.0,5.0,1.0,2.0
40509,"Boris Jokić o Školi za život: ""Vrijeme će brzo pokazati da je Divjak zakazala""","Boris Jokić o <strong>Školi za život</strong>: ""Vrijeme će brzo pokazati da je Divjak zakazala""",Školi za život,MISC,14,28,0,5.0,1.0,0.0,Sentiment - NEG,6.0,0.0,0.0,Ton - NEG,6.0,6.0,5.0,6.0,0.0,1.0
18170,"Podcast Utakmicu po utakmicu (6): Dinamo trpa, Hajduk se krpa","Podcast Utakmicu po utakmicu (6): Dinamo trpa, <strong>Hajduk</strong> se krpa",Hajduk,ORG,47,53,0,5.0,1.0,0.0,Sentiment - NEG,0.0,5.0,1.0,Ton - NEUTR,6.0,6.0,5.0,5.0,1.0,1.0
18366,Reinkarnacija legende: Audi predstavio RS6 Avant RS Tribute Edition - Dnevno.hr,Reinkarnacija legende: Audi predstavio <strong>RS6 Avant RS Tribute Edition</strong> - Dnevno.hr,RS6 Avant RS Tribute Edition,MISC,39,67,0,0.0,0.0,6.0,Sentiment - POZ,0.0,1.0,5.0,Ton - POZ,6.0,6.0,6.0,5.0,1.0,0.0
84390,Samo loš dan Balića i društva donosi zaradu,Samo loš dan <strong>Balića</strong> i društva donosi zaradu,Balića,PER,13,19,0,2.0,3.0,1.0,Sentiment - NEUTR,4.0,1.0,1.0,Ton - NEG,6.0,6.0,3.0,4.0,1.0,2.0
52689,"AVA KARABATIĆ ODLAZI IZ HRVATSKE Starleta ganja karijeru van Lijepe naše i kaže: ‘O tome sam oduvijek sanjala, to mi jako leži’","AVA KARABATIĆ ODLAZI IZ <strong>HRVATSKE</strong> Starleta ganja karijeru van Lijepe naše i kaže: ‘O tome sam oduvijek sanjala, to mi jako leži’",HRVATSKE,LOC,24,32,0,2.0,3.0,1.0,Sentiment - NEUTR,1.0,0.0,5.0,Ton - POZ,6.0,6.0,3.0,5.0,1.0,2.0
125529,Na Božićnom sajmu knjiga naslovi od jedne do 20 kuna,Na <strong>Božićnom sajmu knjiga</strong> naslovi od jedne do 20 kuna,Božićnom sajmu knjiga,MISC,3,24,0,0.0,2.0,4.0,Sentiment - POZ,0.0,2.0,4.0,Ton - POZ,6.0,6.0,4.0,4.0,2.0,2.0
6083,"TEŠKO RAZDOBLJE ZA LOVRENA Nakon prijetnji smrću i provale u Zagrebu, na meti lopova je i u Liverpoolu","TEŠKO RAZDOBLJE ZA <strong>LOVRENA</strong> Nakon prijetnji smrću i provale u Zagrebu, na meti lopova je i u Liverpoolu",LOVRENA,PER,19,26,0,1.0,3.0,2.0,Sentiment - NEUTR,6.0,0.0,0.0,Ton - NEG,6.0,6.0,3.0,6.0,0.0,2.0
12567,Vidoševića puštaju iz Remetinca!,<strong>Vidoševića</strong> puštaju iz Remetinca!,Vidoševića,PER,0,10,0,4.0,1.0,1.0,Sentiment - NEG,4.0,0.0,2.0,Ton - NEG,6.0,6.0,4.0,4.0,2.0,1.0
33433,Kelly Osbourne u mikro minici,<strong>Kelly Osbourne</strong> u mikro minici,Kelly Osbourne,PER,0,14,0,1.0,5.0,0.0,Sentiment - NEUTR,2.0,4.0,0.0,Ton - NEUTR,6.0,6.0,5.0,4.0,2.0,1.0
80017,"Splitsko-dalmatinska županija ima 107 novozaraženih u zadnja 24 sata. Preminuo jedan muškarac, a na respiratoru je 12 pacijenata","<strong>Splitsko-dalmatinska županija</strong> ima 107 novozaraženih u zadnja 24 sata. Preminuo jedan muškarac, a na respiratoru je 12 pacijenata",Splitsko-dalmatinska županija,LOC,0,29,0,2.0,4.0,0.0,Sentiment - NEUTR,4.0,2.0,0.0,Ton - NEG,6.0,6.0,4.0,4.0,2.0,2.0
91462,"Ultra, drugi dan: Van Buuren u kockicama izazvao euforiju!","Ultra, drugi dan: <strong>Van Buuren</strong> u kockicama izazvao euforiju!",Van Buuren,PER,18,28,0,0.0,0.0,6.0,Sentiment - POZ,0.0,0.0,6.0,Ton - POZ,6.0,6.0,6.0,6.0,0.0,0.0
13893,'Okupatori' Wall Streeta sve radikalniji u akcijama,'Okupatori' <strong>Wall Streeta</strong> sve radikalniji u akcijama,Wall Streeta,LOC,12,24,0,1.0,5.0,0.0,Sentiment - NEUTR,5.0,1.0,0.0,Ton - NEG,6.0,6.0,5.0,5.0,1.0,1.0
113238,Malenica: Cilj je da Porezna uprava bude tijelo koje će nadzirati imovinske kartice,Malenica: Cilj je da <strong>Porezna uprava</strong> bude tijelo koje će nadzirati imovinske kartice,Porezna uprava,ORG,21,35,0,0.0,5.0,1.0,Sentiment - NEUTR,0.0,6.0,0.0,Ton - NEUTR,6.0,6.0,5.0,6.0,0.0,1.0
136095,Milorad Dodik: Bošnjaci su arogantniji u BiH nego što su Srbi bili u Jugoslaviji,Milorad Dodik: Bošnjaci su arogantniji u BiH nego što su <strong>Srbi</strong> bili u Jugoslaviji,Srbi,PER,57,61,0,5.0,0.0,1.0,Sentiment - NEG,5.0,1.0,0.0,Ton - NEG,6.0,6.0,5.0,5.0,1.0,1.0
113970,"Humanitarna pomoć Baniji nije bila nacionalno obojena, ali neka područja su od prije zanemarena: Srpska sela nemaju javne rasvjete, ceste su neprohodne, nemaju vodovod, kanalizaciju...","Humanitarna pomoć <strong>Baniji</strong> nije bila nacionalno obojena, ali neka područja su od prije zanemarena: Srpska sela nemaju javne rasvjete, ceste su neprohodne, nemaju vodovod, kanalizaciju...",Baniji,LOC,18,24,0,2.0,4.0,0.0,Sentiment - NEUTR,6.0,0.0,0.0,Ton - NEG,6.0,6.0,4.0,6.0,0.0,2.0
51240,Alma i Amar Bukvić - medeni mjesec u Aziji,<strong>Alma</strong> i Amar Bukvić - medeni mjesec u Aziji,Alma,PER,0,4,0,0.0,2.0,4.0,Sentiment - POZ,0.0,1.0,5.0,Ton - POZ,6.0,6.0,4.0,5.0,1.0,2.0
63881,"(VIDEO) Bez pobjednika u Augsburgu, pobjeda Hannovera protiv Hoffenheima, Kramariću 90 minuta, slavio i Freiburg – narod.hr","(VIDEO) Bez pobjednika u Augsburgu, pobjeda Hannovera protiv Hoffenheima, Kramariću 90 minuta, slavio i <strong>Freiburg</strong> – narod.hr",Freiburg,ORG,104,112,0,0.0,1.0,5.0,Sentiment - POZ,0.0,2.0,4.0,Ton - POZ,6.0,6.0,5.0,4.0,2.0,1.0
109060,Iz Italije dolazi senzacionalna vijest vezana uz Marija Mandžukića; je li za hrvatskog napadača ovakav rasplet zaista moguć?,Iz <strong>Italije</strong> dolazi senzacionalna vijest vezana uz Marija Mandžukića; je li za hrvatskog napadača ovakav rasplet zaista moguć?,Italije,LOC,3,10,0,0.0,6.0,0.0,Sentiment - NEUTR,0.0,1.0,5.0,Ton - POZ,6.0,6.0,6.0,5.0,1.0,0.0
57121,'ARSENALOVI IGRAČI OTVORENO SU ISMIJAVALI UNAIJA EMERYJA' Procurili zanimljivi detalji iz svlačionice Topnika: 'Jednostavno je izgubio kontrolu...','ARSENALOVI IGRAČI OTVORENO SU ISMIJAVALI UNAIJA EMERYJA' Procurili zanimljivi detalji iz svlačionice <strong>Topnika</strong>: 'Jednostavno je izgubio kontrolu...',Topnika,ORG,102,109,0,5.0,1.0,0.0,Sentiment - NEG,6.0,0.0,0.0,Ton - NEG,6.0,6.0,5.0,6.0,0.0,1.0
33844,"Čovjek koji je Modrića doveo u Tottenham: ""Luka neće promijeniti stil Realove igre""","Čovjek koji je Modrića doveo u Tottenham: ""Luka neće promijeniti stil <strong>Realove</strong> igre""",Realove,ORG,70,77,0,1.0,4.0,1.0,Sentiment - NEUTR,1.0,4.0,1.0,Ton - NEUTR,6.0,6.0,4.0,4.0,1.0,1.0
114090,"Ministar Marić: Trendovi na tržištu rada su i dalje pozitivni, uspjeli smo očuvati zaposlenost","Ministar <strong>Marić</strong>: Trendovi na tržištu rada su i dalje pozitivni, uspjeli smo očuvati zaposlenost",Marić,PER,9,14,0,0.0,4.0,2.0,Sentiment - NEUTR,0.0,1.0,5.0,Ton - POZ,6.0,6.0,4.0,5.0,1.0,2.0
67659,Depor šokirao Valenciju na Mestalli,Depor šokirao Valenciju na <strong>Mestalli</strong>,Mestalli,LOC,27,35,0,0.0,6.0,0.0,Sentiment - NEUTR,2.0,3.0,1.0,Ton - NEUTR,6.0,6.0,6.0,3.0,2.0,0.0
78620,"Mlada nada Bijelih ušla je nakon isključenja Ismajlija: Navijači su zaslužili vidjeti pravi Hajduk, nažalost rezultat nije bio kakav smo htjeli","Mlada nada <strong>Bijelih</strong> ušla je nakon isključenja Ismajlija: Navijači su zaslužili vidjeti pravi Hajduk, nažalost rezultat nije bio kakav smo htjeli",Bijelih,ORG,11,18,0,0.0,2.0,4.0,Sentiment - POZ,5.0,1.0,0.0,Ton - NEG,6.0,6.0,4.0,5.0,1.0,2.0
117434,Jandroković o kandidatima za predsjednika Vrhovnog suda: Želim da ovoga puta odaberemo onoga koji će biti najbolji,<strong>Jandroković</strong> o kandidatima za predsjednika Vrhovnog suda: Želim da ovoga puta odaberemo onoga koji će biti najbolji,Jandroković,PER,0,11,0,0.0,5.0,1.0,Sentiment - NEUTR,0.0,4.0,2.0,Ton - NEUTR,6.0,6.0,5.0,4.0,2.0,1.0
675,Mrsić je u praznoj sabornici pozvao na raspuštanje Sabora,<strong>Mrsić</strong> je u praznoj sabornici pozvao na raspuštanje Sabora,Mrsić,PER,0,5,0,2.0,4.0,0.0,Sentiment - NEUTR,5.0,1.0,0.0,Ton - NEG,6.0,6.0,4.0,5.0,1.0,2.0
21128,"Vedriš, Jurčić, Ribić: Ne želimo ovoj vladi biti smokvin list","<strong>Vedriš</strong>, Jurčić, Ribić: Ne želimo ovoj vladi biti smokvin list",Vedriš,PER,0,6,0,1.0,5.0,0.0,Sentiment - NEUTR,5.0,1.0,0.0,Ton - NEG,6.0,6.0,5.0,5.0,1.0,1.0
96428,Slavni bosanski redatelj Danis Tanović ide u politiku,Slavni bosanski redatelj <strong>Danis Tanović</strong> ide u politiku,Danis Tanović,PER,25,38,0,0.0,2.0,4.0,Sentiment - POZ,0.0,4.0,2.0,Ton - NEUTR,6.0,6.0,4.0,4.0,2.0,2.0
17611,"Tko ima bolje pokrete, robot ili Jagger? Pogledajte video koji pokazuje nevjerojatne mogućnosti robota Spot","Tko ima bolje pokrete, robot ili <strong>Jagger</strong>? Pogledajte video koji pokazuje nevjerojatne mogućnosti robota Spot",Jagger,PER,33,39,0,0.0,4.0,2.0,Sentiment - NEUTR,0.0,0.0,6.0,Ton - POZ,6.0,6.0,4.0,6.0,0.0,2.0
75215,"Umjesto da se doma liječite, vi šećete gradom? Oprez, kontrolor HZZO-a bi vam mogao pokucati na vrata!","Umjesto da se doma liječite, vi šećete gradom? Oprez, kontrolor <strong>HZZO-a</strong> bi vam mogao pokucati na vrata!",HZZO-a,ORG,64,70,0,5.0,1.0,0.0,Sentiment - NEG,6.0,0.0,0.0,Ton - NEG,6.0,6.0,5.0,6.0,0.0,1.0
74496,"Kobni vikend: U Kostajnici poginuo motociklist, u Kutini vozač automobila dobio ozljede opasne za život","Kobni vikend: U Kostajnici poginuo motociklist, u <strong>Kutini</strong> vozač automobila dobio ozljede opasne za život",Kutini,LOC,50,56,0,0.0,6.0,0.0,Sentiment - NEUTR,6.0,0.0,0.0,Ton - NEG,6.0,6.0,6.0,6.0,0.0,0.0
65632,Petrov o planovima za parlamentarne izbore: 'Razgovaramo sa Škorom' – narod.hr,Petrov o planovima za parlamentarne izbore: 'Razgovaramo sa <strong>Škorom</strong>' – narod.hr,Škorom,PER,60,66,0,0.0,5.0,1.0,Sentiment - NEUTR,0.0,6.0,0.0,Ton - NEUTR,6.0,6.0,5.0,6.0,0.0,1.0
24472,Prvenstveni posrtaj u Solinu zaboraviti uspjehom u Kupu,Prvenstveni posrtaj u Solinu zaboraviti uspjehom u <strong>Kupu</strong>,Kupu,MISC,51,55,0,0.0,4.0,2.0,Sentiment - NEUTR,0.0,1.0,5.0,Ton - POZ,6.0,6.0,4.0,5.0,1.0,2.0
50673,ČIŠĆENJE ČAČIĆEVIH LJUDI HNS izbacio zastupnicu Martinčević i bivšeg šefa HEP-a,ČIŠĆENJE ČAČIĆEVIH LJUDI HNS izbacio zastupnicu <strong>Martinčević</strong> i bivšeg šefa HEP-a,Martinčević,PER,48,59,0,4.0,2.0,0.0,Sentiment - NEG,4.0,1.0,1.0,Ton - NEG,6.0,6.0,4.0,4.0,1.0,2.0
126669,ERGO osiguranje potpuno se prilagođava potrebama klijenata,<strong>ERGO osiguranje</strong> potpuno se prilagođava potrebama klijenata,ERGO osiguranje,ORG,0,15,0,0.0,0.0,6.0,Sentiment - POZ,0.0,0.0,6.0,Ton - POZ,6.0,6.0,6.0,6.0,0.0,0.0
95378,"Neočekivan obrat u ZKM-u: Snježana Abramović gubi ravnateljsku fotelju, i grupa glumaca protiv nje","Neočekivan obrat u <strong>ZKM-</strong>u: Snježana Abramović gubi ravnateljsku fotelju, i grupa glumaca protiv nje",ZKM-,ORG,19,23,0,2.0,3.0,1.0,Sentiment - NEUTR,4.0,2.0,0.0,Ton - NEG,6.0,6.0,3.0,4.0,2.0,2.0
22947,"U novoj vladi bit će manje ministarstava, Most želi najmanje šest resora","U novoj vladi bit će manje ministarstava, <strong>Most</strong> želi najmanje šest resora",Most,ORG,42,46,0,0.0,6.0,0.0,Sentiment - NEUTR,0.0,6.0,0.0,Ton - NEUTR,6.0,6.0,6.0,6.0,0.0,0.0
41003,Insigne s dva penala odveo Napoli u četvrtfinale Kupa,<strong>Insigne</strong> s dva penala odveo Napoli u četvrtfinale Kupa,Insigne,PER,0,7,0,0.0,0.0,6.0,Sentiment - POZ,0.0,1.0,5.0,Ton - POZ,6.0,6.0,6.0,5.0,1.0,0.0
136569,HUP pozdravlja odluku Samobora o ukidanju poreza na potrošnju,HUP pozdravlja odluku <strong>Samobora</strong> o ukidanju poreza na potrošnju,Samobora,LOC,22,30,0,0.0,0.0,6.0,Sentiment - POZ,0.0,0.0,6.0,Ton - POZ,6.0,6.0,6.0,6.0,0.0,0.0
126151,Ford iz 1922. već prvog dana glavna atrakcija,<strong>Ford</strong> iz 1922. već prvog dana glavna atrakcija,Ford,MISC,0,4,0,0.0,1.0,5.0,Sentiment - POZ,0.0,2.0,4.0,Ton - POZ,6.0,6.0,5.0,4.0,2.0,1.0
125542,Veljko Ostojić kiti se svojim i tuđim perjem,<strong>Veljko Ostojić</strong> kiti se svojim i tuđim perjem,Veljko Ostojić,PER,0,14,0,6.0,0.0,0.0,Sentiment - NEG,6.0,0.0,0.0,Ton - NEG,6.0,6.0,6.0,6.0,0.0,0.0
22659,Sjećanje na Franju Kuhača,Sjećanje na <strong>Franju Kuhača</strong>,Franju Kuhača,PER,12,25,0,0.0,2.0,4.0,Sentiment - POZ,0.0,4.0,2.0,Ton - NEUTR,6.0,6.0,4.0,4.0,2.0,2.0
133983,MacAulay i Sertić i iduće sezone u Medveščaku,<strong>MacAulay</strong> i Sertić i iduće sezone u Medveščaku,MacAulay,PER,0,8,0,0.0,5.0,1.0,Sentiment - NEUTR,0.0,5.0,1.0,Ton - NEUTR,6.0,6.0,5.0,5.0,1.0,1.0
89706,Sanja Orešković: Svatko razuman podržava 'Hod za život',Sanja Orešković: Svatko razuman podržava '<strong>Hod za život</strong>',Hod za život,MISC,42,54,0,0.0,1.0,5.0,Sentiment - POZ,1.0,3.0,2.0,Ton - NEUTR,6.0,6.0,5.0,3.0,2.0,1.0
53843,"BILIĆ GA STAVIO U REZERVE, OVAJ ODBIO OTPUTOVATI S MOMČADI Većina navijača na strani Hrvata: 'On ne zaslužuje igrati za naš klub, treba ga potjerati!'","BILIĆ GA STAVIO U REZERVE, OVAJ ODBIO OTPUTOVATI S MOMČADI Većina navijača na strani <strong>Hrvata</strong>: 'On ne zaslužuje igrati za naš klub, treba ga potjerati!'",Hrvata,PER,85,91,0,1.0,0.0,5.0,Sentiment - POZ,5.0,0.0,1.0,Ton - NEG,6.0,6.0,5.0,5.0,1.0,1.0
77490,"Umjesto Plenkovića Martina Dalić, umjesto Kolinde Grabar Kitarović - Božidar Kalmeta","Umjesto Plenkovića Martina Dalić, umjesto <strong>Kolinde Grabar Kitarović</strong> - Božidar Kalmeta",Kolinde Grabar Kitarović,PER,42,66,0,1.0,5.0,0.0,Sentiment - NEUTR,1.0,5.0,0.0,Ton - NEUTR,6.0,6.0,5.0,5.0,1.0,1.0
71487,Kraljica Elizabeta vratila se redovitim kraljevskim dužnostima - Novi list,Kraljica <strong>Elizabeta</strong> vratila se redovitim kraljevskim dužnostima - Novi list,Elizabeta,PER,9,18,0,0.0,4.0,2.0,Sentiment - NEUTR,0.0,4.0,2.0,Ton - NEUTR,6.0,6.0,4.0,4.0,2.0,2.0
117815,[FOTO] Bob Geldof nova je zvijezda u Dubrovniku: Sa suprugom i bubnjarem grupe Queen prošetao Stradunom,[FOTO] <strong>Bob Geldof</strong> nova je zvijezda u Dubrovniku: Sa suprugom i bubnjarem grupe Queen prošetao Stradunom,Bob Geldof,PER,7,17,0,0.0,0.0,6.0,Sentiment - POZ,0.0,1.0,5.0,Ton - POZ,6.0,6.0,6.0,5.0,1.0,0.0
116719,Južnoafričkom Republikom se ubrzano šiti delta soj,<strong>Južnoafričkom Republikom</strong> se ubrzano šiti delta soj,Južnoafričkom Republikom,LOC,0,24,0,4.0,2.0,0.0,Sentiment - NEG,6.0,0.0,0.0,Ton - NEG,6.0,6.0,4.0,6.0,0.0,2.0
63104,"FIS utrka slaloma na Sljemenu: Matej Vidović pobijedio, Ivica Kostelić tek četvrti – narod.hr","FIS utrka slaloma na Sljemenu: Matej Vidović pobijedio, <strong>Ivica Kostelić</strong> tek četvrti – narod.hr",Ivica Kostelić,PER,56,70,0,4.0,1.0,1.0,Sentiment - NEG,1.0,5.0,0.0,Ton - NEUTR,6.0,6.0,4.0,5.0,1.0,1.0
122805,"Tomašević obećao: Do kraja 2022. godine očekujemo dozvolu za vožnju tramvaja Heinzelovom, stižu i biciklističke magistrale","Tomašević obećao: Do kraja 2022. godine očekujemo dozvolu za vožnju tramvaja <strong>Heinzelovom</strong>, stižu i biciklističke magistrale",Heinzelovom,LOC,77,88,0,0.0,5.0,1.0,Sentiment - NEUTR,0.0,1.0,5.0,Ton - POZ,6.0,6.0,5.0,5.0,1.0,1.0
62153,Članovi eko stožera Marišćina na listi MOST-a u 7. izbornoj jedinici – narod.hr,Članovi eko stožera Marišćina na listi <strong>MOST-a</strong> u 7. izbornoj jedinici – narod.hr,MOST-a,ORG,39,45,0,0.0,5.0,1.0,Sentiment - NEUTR,0.0,6.0,0.0,Ton - NEUTR,6.0,6.0,5.0,6.0,0.0,1.0
58471,Hooker otkrio što misli o Chandleru te objasnio koju borbu on najviše želi,Hooker otkrio što misli o <strong>Chandleru</strong> te objasnio koju borbu on najviše želi,Chandleru,PER,26,35,0,0.0,6.0,0.0,Sentiment - NEUTR,0.0,6.0,0.0,Ton - NEUTR,6.0,6.0,6.0,6.0,0.0,0.0
481,NASA ima jednostavan plan: Biljem bi hladili vruće gradove,<strong>NASA</strong> ima jednostavan plan: Biljem bi hladili vruće gradove,NASA,ORG,0,4,0,0.0,1.0,5.0,Sentiment - POZ,0.0,2.0,4.0,Ton - POZ,6.0,6.0,5.0,4.0,2.0,1.0
18808,"MIAMI HEAT SE POJAČAO ALL-STAROM: Ponovno napadaju finale NBA lige, dolazi i veliko pojačanje iz Spursa! - Dnevno.hr","<strong>MIAMI HEAT</strong> SE POJAČAO ALL-STAROM: Ponovno napadaju finale NBA lige, dolazi i veliko pojačanje iz Spursa! - Dnevno.hr",MIAMI HEAT,ORG,0,10,0,0.0,0.0,6.0,Sentiment - POZ,0.0,0.0,6.0,Ton - POZ,6.0,6.0,6.0,6.0,0.0,0.0
121515,Deutsche Telekom će za WHO izraditi aplikaciju za globalnu provjeru covid potvrda,Deutsche Telekom će za <strong>WHO</strong> izraditi aplikaciju za globalnu provjeru covid potvrda,WHO,ORG,23,26,0,0.0,4.0,2.0,Sentiment - NEUTR,0.0,4.0,2.0,Ton - NEUTR,6.0,6.0,4.0,4.0,2.0,2.0
25377,"Čilić ostao 11, Lučić Baroni napredovala sedam mjesta","Čilić ostao 11, <strong>Lučić Baroni</strong> napredovala sedam mjesta",Lučić Baroni,PER,16,28,0,0.0,2.0,4.0,Sentiment - POZ,0.0,1.0,5.0,Ton - POZ,6.0,6.0,4.0,5.0,1.0,2.0
5225,"Pavković: Srbi otkrili spomenik krvnicima Vukovara, a Hrvatska šuti","Pavković: <strong>Srbi</strong> otkrili spomenik krvnicima Vukovara, a Hrvatska šuti",Srbi,PER,10,14,0,5.0,1.0,0.0,Sentiment - NEG,6.0,0.0,0.0,Ton - NEG,6.0,6.0,5.0,6.0,0.0,1.0
83683,"Swoboda: Croatia's EU entry in 2012 only ""theoretically possible""","Swoboda: <strong>Croatia</strong>'s EU entry in 2012 only ""theoretically possible""",Croatia,LOC,9,16,0,4.0,2.0,0.0,Sentiment - NEG,5.0,1.0,0.0,Ton - NEG,6.0,6.0,4.0,5.0,1.0,2.0
6237,"CRIKVENICA Oporba zbog minute šutnje za Praljka napustila sjednicu, Titova ulica u Selcu nosit će ime po Nicolieru?","CRIKVENICA Oporba zbog minute šutnje za <strong>Praljka</strong> napustila sjednicu, Titova ulica u Selcu nosit će ime po Nicolieru?",Praljka,PER,40,47,0,4.0,1.0,1.0,Sentiment - NEG,5.0,1.0,0.0,Ton - NEG,6.0,6.0,4.0,5.0,1.0,1.0
79538,"Talijanski sud potvrdio zatvorsku kaznu Robinhu zbog silovanja: Brazilac ima pravo na još jednu žalbu, a ostaje i pitanje hoće li ga Brazil izručiti","Talijanski sud potvrdio zatvorsku kaznu Robinhu zbog silovanja: <strong>Brazilac</strong> ima pravo na još jednu žalbu, a ostaje i pitanje hoće li ga Brazil izručiti",Brazilac,PER,64,72,0,5.0,1.0,0.0,Sentiment - NEG,5.0,0.0,1.0,Ton - NEG,6.0,6.0,5.0,5.0,1.0,1.0
33814,Sergije Krešić novi sportski direktor Hajduka,<strong>Sergije Krešić</strong> novi sportski direktor Hajduka,Sergije Krešić,PER,0,14,0,0.0,2.0,4.0,Sentiment - POZ,0.0,4.0,2.0,Ton - NEUTR,6.0,6.0,4.0,4.0,2.0,2.0
67982,'Sad je u Božjim rukama'; France Football otišao najdalje; 'Bog je mrtav','Sad je u Božjim rukama'; <strong>France Football</strong> otišao najdalje; 'Bog je mrtav',France Football,ORG,26,41,0,3.0,2.0,1.0,Sentiment - NEG,5.0,1.0,0.0,Ton - NEG,6.0,6.0,3.0,5.0,1.0,2.0
90476,Plenković razočaran zbog Ukrajine: Ne razumijete vanjsku politiku!,<strong>Plenković</strong> razočaran zbog Ukrajine: Ne razumijete vanjsku politiku!,Plenković,PER,0,9,0,4.0,2.0,0.0,Sentiment - NEG,6.0,0.0,0.0,Ton - NEG,6.0,6.0,4.0,6.0,0.0,2.0
5930,Nakon odluke o gašenju 'Hrvatske uživo' oglasila se Maja Sever,Nakon odluke o gašenju 'Hrvatske uživo' oglasila se <strong>Maja Sever</strong>,Maja Sever,PER,52,62,0,0.0,6.0,0.0,Sentiment - NEUTR,4.0,2.0,0.0,Ton - NEG,6.0,6.0,6.0,4.0,2.0,0.0
79838,Vuković: Stigao je red za revanš Splitu za poraz u ABA ligi,<strong>Vuković</strong>: Stigao je red za revanš Splitu za poraz u ABA ligi,Vuković,PER,0,7,0,0.0,5.0,1.0,Sentiment - NEUTR,0.0,2.0,4.0,Ton - POZ,6.0,6.0,5.0,4.0,2.0,1.0
129128,Procurio detalj sa sastanka: Kako je Trump šokirao Merkel,Procurio detalj sa sastanka: Kako je <strong>Trump</strong> šokirao Merkel,Trump,PER,37,42,0,6.0,0.0,0.0,Sentiment - NEG,5.0,1.0,0.0,Ton - NEG,6.0,6.0,6.0,5.0,1.0,0.0
38555,"Otac četvero djece i ""stup zajednice"" deportiran iz SAD-a nakon 40 godina","Otac četvero djece i ""stup zajednice"" deportiran iz <strong>SAD-</strong>a nakon 40 godina",SAD-,LOC,52,56,0,4.0,2.0,0.0,Sentiment - NEG,6.0,0.0,0.0,Ton - NEG,6.0,6.0,4.0,6.0,0.0,2.0
109982,"Njemačka i Francuska napustile pregovore o reformi WHO-a, iznervirao ih Trump","Njemačka i Francuska napustile pregovore o reformi <strong>WHO-</strong>a, iznervirao ih Trump",WHO-,ORG,51,55,0,2.0,4.0,0.0,Sentiment - NEUTR,6.0,0.0,0.0,Ton - NEG,6.0,6.0,4.0,6.0,0.0,2.0
111977,Džanan Musa prelazi u redove NBA kluba u kojem će imati znatno veću minutažu; bivši košarkaš Cedevite priključuje se Pistonsima,Džanan Musa prelazi u redove <strong>NBA</strong> kluba u kojem će imati znatno veću minutažu; bivši košarkaš Cedevite priključuje se Pistonsima,NBA,ORG,29,32,0,0.0,4.0,2.0,Sentiment - NEUTR,0.0,0.0,6.0,Ton - POZ,6.0,6.0,4.0,6.0,0.0,2.0
54043,"SLASNA PREPORUKA: ''Poželite li pojesti svježu ribu, i to po najnižoj cijeni u Zagrebu, onda je Amfora mjesto za vas!''","SLASNA PREPORUKA: ''Poželite li pojesti svježu ribu, i to po najnižoj cijeni u Zagrebu, onda je <strong>Amfora</strong> mjesto za vas!''",Amfora,ORG,96,102,0,0.0,0.0,6.0,Sentiment - POZ,0.0,0.0,6.0,Ton - POZ,6.0,6.0,6.0,6.0,0.0,0.0
66375,Ksenofobična RH mora 'uvesti' 100.000 stranaca?,Ksenofobična <strong>RH</strong> mora 'uvesti' 100.000 stranaca?,RH,LOC,13,15,0,6.0,0.0,0.0,Sentiment - NEG,6.0,0.0,0.0,Ton - NEG,6.0,6.0,6.0,6.0,0.0,0.0
120265,[FOTO] Mirna Barač najvolonterka godine Centra Silver,[FOTO] <strong>Mirna Barač</strong> najvolonterka godine Centra Silver,Mirna Barač,PER,7,18,0,0.0,0.0,6.0,Sentiment - POZ,0.0,1.0,5.0,Ton - POZ,6.0,6.0,6.0,5.0,1.0,0.0
85243,Richard Hamilton pojačao Chicago Bullse,<strong>Richard Hamilton</strong> pojačao Chicago Bullse,Richard Hamilton,PER,0,16,0,0.0,0.0,6.0,Sentiment - POZ,0.0,1.0,5.0,Ton - POZ,6.0,6.0,6.0,5.0,1.0,0.0
4516,Orešković najavio pravednu socijalnu državu i brži rast gospodarstva,<strong>Orešković</strong> najavio pravednu socijalnu državu i brži rast gospodarstva,Orešković,PER,0,9,0,0.0,1.0,5.0,Sentiment - POZ,0.0,1.0,5.0,Ton - POZ,6.0,6.0,5.0,5.0,1.0,1.0
